identifiant personne;X;Y;Début;DESIRE;Nature activité;Lieu;lieu3
4704;-14.43142682;16.48821392;14:00;FEED;déjeuner ; cour;
4704;-14.43142682;16.48821392;15:00;REST;Dormir; cour;
4704;-14.43142682;16.48821392;17:00;WANDER;tache ménagére; cour;
4704;-14.43130803;16.48838115;18:00;STILL;palabrer; cour ;
4704;-14.43163561;16.48822737;22:00;REST;dormir ; TC; chambre 202
4705;-14.43122612;16.48826413;05:00;STILL;priére+ wird; cour;
4705;-14.42986559;16.48413909;07:00;WANDER;aller vendre; école;
4705;-14.43131342;16.48818325;14:00;FEED;déjeuner ; cour;
4705;-14.43131342;16.48818325;15:00;REST;Dormir; cour;
4705;-14.43131342;16.48818325;17:00;WANDER;tache ménagére; cour;
4705;-14.43122612;16.48826413;18:00;STILL;palabrer; cour ;
4705;-14.43159184;16.48821068;22:00;REST;dormir ; TC; chambre 201
4706;-14.43123212;16.48821946;05:00;STILL;priére+ wird; cour;
4706;-14.43144544;16.48799915;09:00;WANDER;coudre; chambre;
4706;-14.43131634;16.48819161;14:00;FEED;déjeuner ; cour;
4706;-14.43131634;16.48819161;15:00;REST;Dormir; cour;
4706;-14.43131634;16.48819161;17:00;STILL;wird; cour;
4706;-14.43123212;16.48821946;20:00;STILL;palabrer; cour;
4706;-14.43139602;16.487988;23:00;REST;dormir ; TC; chambre 204
4707;-14.43156606;16.48817498;05:00;STILL;priére+ wird; cour;
4707;-14.43128722;16.48816653;08:00;REST;Dormir; cour;
4707;-14.43252004;16.48606137;09:00;WANDER;aller au marché; marché;
4707;-14.43156644;16.48843651;09:30;WANDER;aller au magasin; magasin 198;
4707;-14.43128722;16.48816653;10:00;WANDER;préparer le dejeuner; cour;
4707;-14.43128722;16.48816653;14:00;FEED;déjeuner ; cour;
4707;-14.43156606;16.48817498;15:00;REST;Dormir; cour;
4707;-14.43310534;16.48664788;18:00;WANDER;promenade; marché;
4707;-14.43128683;16.48844771;23:00;REST;dormir ; TC; chambre 209
4708;-14.43096585;16.48831411;05:00;WANDER;priére+ tache ménagére; chambre 208;
4708;-14.43158025;16.48812213;08:00;REST;repos; cour;
4708;-14.43261784;16.48593247;10:00;WANDER;aller au marché; marché;
4708;-14.43292605;16.48595305;11:00;WANDER;vendre des accessoires; marché;
4708;-14.43150067;16.4880326;11:00;WANDER;préparer le repas; cuisine;
4708;-14.43129598;16.48818325;14:00;FEED;déjeuner ; cour;
4708;-14.4311115;16.48818573;15:00;REST;dormir ; TC; chambre
4708;-14.43129598;16.48818325;17:00;REST;repos; cour;
4708;-14.43158025;16.48812213;19:00;WANDER;préparer le diner; cour;
4708;-14.43158025;16.48812213;20:00;FEED;diner ; cour;
4708;-14.4311115;16.48818573;23:00;REST;dormir ; TC; chambre
4711;-14.43127785;16.48809433;06:00;WANDER;priére+ tache ménagére; cour;
4711;-14.43239779;16.48596216;10:00;WANDER;aller au marché ; marché;
4711;-14.431424;16.48824457;13:00;REST;Repos; cour;
4711;-14.431424;16.48824457;14:00;FEED;déjeuner ; cour;
4711;-14.431424;16.48824457;15:00;REST;Dormir ; cour;
4711;-14.43150067;16.4880326;18:00;WANDER;préparer le diner ; Cuisine;
4711;-14.43132758;16.48844771;21:00;STILL;reviser; chambre 203;
4711;-14.43110569;16.48820246;23:00;REST;dormir ; TC; chambre
4712;-14.4312955;16.48811096;07:00;STILL;priére; cour;
4712;-14.4313059;16.48805491;07:30;REST;Dormir; chambre;
4712;-14.4313059;16.48805491;11:30;STILL;reviser; chambre 206;
4712;-14.43128436;16.48818324;14:00;FEED;déjeuner ; cour;
4712;-14.4313059;16.48805491;15:00;REST;Dormir; chambre;
4712;-14.4313059;16.48805491;17:00;STILL;se connecter; chambre;
4712;-14.4312955;16.48811096;19:00;STILL;palabrer; cour;
4712;-14.4313059;16.48805491;23:00;REST;dormir ; TC; chambre
4714;-14.4312401;16.48808596;05:00;STILL;priére; cour;
4714;-14.43164662;16.48814947;06:00;REST;Dormir; chambre 205;
4714;-14.4312401;16.48808596;09:00;WANDER;tache ménagére; cour;
4714;-14.43084074;16.48741252;10:00;WANDER;aller se soigner; hopital;
4714;-14.43142683;16.48821671;12:00;REST;repos; cour;
4714;-14.43142683;16.48821671;14:00;FEED;déjeuner ; cour;
4714;-14.43142683;16.48821671;15:00;REST;Dormir; cour;
4714;-14.43084074;16.48741252;17:00;WANDER;aller se soigner; hopital;
4714;-14.4312401;16.48808596;20:00;REST;repos; cour;
4714;-14.43164662;16.48814947;22:00;REST;dormir ; TC; chambre
4715;-14.43129641;16.48838952;05:00;WANDER;priére+ wird+ lecture; cour;
4715;-14.42480356;16.49622741;09:00;WANDER;aller au champ; champ;
4715;-14.43144435;16.48825015;13:00;REST;repos; cour;
4715;-14.43144435;16.48825015;14:00;FEED;déjeuner ; cour;
4715;-14.43144435;16.48825015;15:00;REST;Dormir; cour;
4715;-14.4331714;16.48691177;18:00;WANDER;promenade; marché;
4715;-14.43151141;16.48424186;19:00;STILL;mosquéee; mosquéee;
4715;-14.43129641;16.48838952;21:00;REST;repos; cour;
4715;-14.43139311;16.48806884;23:00;REST;dormir ; TC; chambre
4801;-14.43230873;16.48826617;04:00;STILL;priére+ wird; cour;
4801;-14.43230873;16.48826617;07:00;REST;dormir; cour;
4801;-14.43230873;16.48826617;08:00;REST;repos; cour;
4801;-14.43230873;16.48826617;14:00;FEED;déjeuner ; Cour;
4801;-14.43230873;16.48826617;15:00;REST;dormir; cour;
4801;-14.43324329;16.48685441;17:00;WANDER;premenade; vers le garage;
4801;-14.43230873;16.48826617;21:00;FEED;diner ; cour;
4801;-14.43243051;16.48828565;22:00;REST;Dormir ; TC; chambre
4802;-14.43221006;16.48831053;04:00;STILL;priére+ wird; cour;
4802;-14.43221006;16.48831053;07:00;REST;dormir; cour;
4802;-14.43221006;16.48831053;08:00;REST;repos; cour;
4802;-14.43221006;16.48831053;14:00;FEED;déjeuner ; Cour;
4802;-14.43221006;16.48831053;15:00;REST;dormir; cour;
4802;-14.43324329;16.48685441;17:00;WANDER;premenade; vers le garage;
4802;-14.43221006;16.48831053;21:00;FEED;diner ; cour;
4802;-14.43252318;16.48821915;22:00;REST;Dormir ; TC; chambre
4803;-14.43246532;16.48830508;00:00;REST;Dormir ; TC; chambre
4803;-14.43219262;16.48834111;06:00;WANDER;Prière + tâche ménagère  ; cour;
4803;-14.43261784;16.48593247;09:00;WANDER;aller au marché ; marché;
4803;-14.43223324;16.48833554;12:00;REST;repos ; cour (174);
4803;-14.43223324;16.48833554;14:00;FEED;déjeuner ; Cour;
4803;-14.43223324;16.48833554;15:00;REST;dormir; cour;
4803;-14.43210847;16.4883578;18:00;WANDER;préparer diner; cuisine;
4803;-14.43223324;16.48833554;21:00;FEED;diner; cour;
4803;-14.43223324;16.48833554;22:00;STILL;palabrer; cour;
4804;-14.43219262;16.48834111;06:00;FEED;petit dejeuner; cour;
4804;-14.43219262;16.48834111;06:00;STILL;priére ; cour;
4804;-14.43219262;16.48834111;09:00;WANDER;tache ménagére; cour;
4804;-14.43219262;16.48834111;10:00;REST;Repos ; cour;
4804;-14.43219262;16.48834111;14:00;FEED;déjeuner ; Cour;
4804;-14.43219262;16.48834111;15:00;WANDER;tresse; cour;
4804;-14.43219262;16.48834111;17:00;REST;Repos ; cour;
4804;-14.43219262;16.48834111;19:00;REST;repos; cour;
4804;-14.43246531;16.48829953;22:00;REST;Dormir ; TC; chambre (176)
4805;-14.43235222;16.48834671;00:00;REST;Dormir ; TC; chambre (178)
4805;-14.43224195;16.4883272;06:00;FEED;dejeuner; cour;
4805;-14.43224195;16.4883272;06:00;STILL;priére ; cour;
4805;-14.43261784;16.48593247;10:00;WANDER;aller au marché ; marché;
4805;-14.43210847;16.4883578;12:00;WANDER;Cuisiner ; cuisine ;
4805;-14.43224195;16.4883272;14:00;FEED;déjeuner ; Cour;
4805;-14.43224195;16.4883272;15:00;REST;dormir ; cour;
4805;-14.43237543;16.48824953;17:00;WANDER;préparer son commerce ; cour;
4805;-14.43224195;16.4883272;18:00;STILL;palabrer; cour;
4805;-14.43224195;16.4883272;20:00;FEED;diner ; cour;
4805;-14.43224195;16.4883272;21:00;STILL;palabrer; cour;
4806;-14.43210847;16.4883578;09:00;WANDER;Aller travailler ; cuisine;
4806;-14.43210847;16.4883578;18:00;WANDER;Préparer le diner ; Cuisine;
4806;-14.43237543;16.48824953;20:00;FEED;diner ; cour;
4806;-14.43237543;16.48824953;21:00;STILL;palabrer; cour;
4806;-14.43235222;16.48834671;22:00;REST;Dormir ; TC; chambre
4807;-14.43221003;16.48834666;07:00;WANDER;tache ménagére; cour;
4807;-14.43095111;16.48896239;09:00;WANDER;Aller à l'école coranique ; Gallé Baba;
4807;-14.43210847;16.4883578;11:00;WANDER;préparer le dejeuner; cuisine;
4807;-14.43221003;16.48834666;14:00;FEED;déjeuner ; Cour;
4807;-14.43235222;16.48834671;15:00;REST;dormir; chambre;
4807;-14.43210847;16.4883578;18:00;WANDER;préparer diner; cuisine;
4807;-14.43235222;16.48834671;22:00;REST;Dormir ; TC; chambre
4808;-14.43219262;16.48834111;07:00;WANDER;tache ménagére; cour;
4808;-14.43261596;16.48615426;08:00;;Dimanche aller au marché ; Marché;
4808;-14.43095111;16.48896239;09:00;STILL;cour coranique ; Gallé Baba;
4808;-14.43219262;16.48834111;11:00;REST;Repos ; cour;
4808;-14.43219262;16.48834111;14:00;FEED;déjeuner ; Cour;
4808;-14.43235222;16.48834671;15:00;REST;dormir; chambre;
4808;-14.43210847;16.4883578;18:00;WANDER;préparer diner; cuisine;
4808;-14.43235222;16.48834671;22:00;REST;Dormir ; TC; chambre
4809;-14.43222453;16.48835222;07:00;WANDER;Prière + tâche ménagère; cour;
4809;-14.43210847;16.4883578;12:00;WANDER;préparer diner; cuisine;
4809;-14.43222453;16.48835222;14:00;FEED;déjeuner ; Cour;
4809;-14.43235222;16.48834671;15:00;REST;dormir; chambre;
4809;-14.43210847;16.4883578;18:00;WANDER;préparer diner; cuisine;
4809;-14.43222453;16.48835222;21:00;FEED;diner  ; cour;
4809;-14.43235222;16.48834671;22:00;REST;Dormir ; TC; chambre
4810;-14.43234061;16.48837728;01:00;REST;Dormir ; TC; chambre
4810;-14.43095111;16.48896239;06:00;STILL;école coranique; gallé baba;
4810;-14.43234933;16.4882412;10:00;FEED;petit déjeuner; cour;
4810;-14.41495658;16.489466821343147';12:00;WANDER;aller au champ; champ;
4810;-14.43234933;16.4882412;18:00;REST;repos et palabrer ; cour;
4811;-14.43234061;16.48837728;01:00;REST;Dormir ; TC; chambre
4811;-14.43095111;16.48896239;06:00;STILL;école coranique; gallé baba;
4811;-14.43217532;16.48824666;10:00;FEED;petit déjeuner; cour;
4811;-14.41495658;16.489466821343147';12:00;WANDER;aller au champ; champ;
4811;-14.43217532;16.48824666;18:00;REST;repos et palabrer ; cour;
4812;-14.43234061;16.48837728;01:00;REST;Dormir ; TC; chambre
4812;-14.43095111;16.48896239;06:00;STILL;école coranique; gallé baba;
4812;-14.43217824;16.48823556;10:00;FEED;petit déjeuner; cour;
4812;-14.41495658;16.489466821343147';12:00;WANDER;aller au champ; champ;
4812;-14.43217824;16.48823556;18:00;REST;repos et palabrer ; cour;
4814;-14.4322681;16.48831892;07:00;WANDER;tache ménagére; cour;
4814;-14.43095111;16.48896239;09:00;WANDER;Aller à l'école coranique ; Gallé Baba;
4814;-14.43210847;16.4883578;11:00;WANDER;préparer le dejeuner; cuisine;
4814;-14.4322681;16.48831892;14:00;FEED;déjeuner ; Cour;
4814;-14.43234061;16.48837728;15:00;REST;dormir; chambre;
4814;-14.43210847;16.4883578;18:00;WANDER;préparer diner; cuisine;
4814;-14.43234061;16.48837728;22:00;REST;Dormir ; TC; chambre
4901;-14.43151735;16.48452669;05:00;STILL;Priére ; mosquée;
4901;-14.43151735;16.48452669;06:00;FEED;petit dejeuner; mosquée;
4901;-14.42057416;16.49373384;08:00;WANDER;Aller au champ ; Champ;
4901;-14.4324858;16.48783174;19:00;REST;Repos ; cour;
4901;-14.4324858;16.48783174;20:00;FEED;déjeuner; cour;
4901;-14.4324858;16.48783174;20:30;REST;repos ; cour;
4901;-14.4324858;16.48783174;21:30;FEED;diner; cour;
4901;-14.43242301;16.48797276;23:00;REST;Dormir ; TC; chambre
4902;-14.43245782;16.48798388;00:00;REST;Dormir ; TC; chambre 276
4902;-14.43247413;16.48785961;05:00;STILL;priére ; cour;
4902;-14.43247413;16.48785961;06:00;FEED;petit dejeuner; cour;
4902;-14.43289846;16.4859378;08:00;WANDER;aller au marché; marché;
4902;-14.43246096;16.4876284;10:00;WANDER;magasin; magasin 273;
4902;-14.43259919;16.48778992;10:30;WANDER;préparatif repas ; Cuisine;
4902;-14.43247413;16.48785961;14:00;FEED;déjeuner; cour;
4902;-14.43247413;16.48785961;15:00;REST;Repos ; cour;
4902;-14.42057416;16.49373384;16:00;WANDER;Aller au champ ; Champ;
4902;-14.43247413;16.48785961;20:00;FEED;diner  ; cour;
4903;-14.43251782;16.4877983;06:00;WANDER;priére+ tache ménagére;cour;
4903;-14.42057416;16.49373384;07:00;WANDER;Aller au champ ; Champ;
4903;-14.43251782;16.4877983;12:00;REST;repos ; cour;
4903;-14.43251782;16.4877983;14:00;FEED;déjeuner; cour;
4903;-14.43251782;16.4877983;15:00;WANDER;faire le thè ; Cour (269);
4903;-14.43251782;16.4877983;16:00;STILL;palabrer; cour;
4903;-14.43259919;16.48778992;18:00;WANDER;préparer le diner; cuisine;
4903;-14.43251782;16.4877983;20:00;FEED;diner  ; cour;
4903;-14.43251782;16.4877983;21:00;STILL;regarder la télé; cour ;
4903;-14.43262602;16.48792546;23:00;REST;Dormir ; TC; chambre
4904;-14.43252358;16.48784008;06:00;WANDER;priére+ préparer petit déjeuné; cour;
4904;-14.42898018;16.48337555;07:50;WANDER;aller à l'école; Lycée;
4904;-14.43252358;16.48784008;14:00;FEED;déjeuner; cour;
4904;-14.43262891;16.48789766;15:00;STILL;reviser; chambre 271;
4904;-14.42898018;16.48337555;16:00;WANDER;aller à l'école; Lycée;
4904;-14.43262891;16.48789766;18:00;STILL;reviser ; Chambre ;
4904;-14.43252358;16.48784008;20:00;FEED;diner  ; cour;
4904;-14.43262891;16.48789766;21:00;STILL;reviser ; Chambre ;
4904;-14.43262891;16.48789766;23:00;REST;Dormir ; TC; chambre
4905;-14.43262891;16.48789766;06:00;WANDER;preparatif école; chambre;
4905;-14.42898018;16.48337555;07:40;WANDER;aller à l'école; Lycée;
4905;-14.4325323;16.4878735;14:00;FEED;déjeuner; cour;
4905;-14.43262891;16.48789766;15:00;STILL;réviser; chambre 272;
4905;-14.42898018;16.48337555;17:00;WANDER;aller à l'école; Lycée;
4905;-14.4325323;16.4878735;19:00;STILL;réviser; cour;
4905;-14.4325323;16.4878735;20:00;FEED;diner  ; cour;
4905;-14.4325323;16.4878735;21:00;STILL;réviser; cour;
4905;-14.43262891;16.48789766;23:00;REST;Dormir ; TC; chambre
4906;-14.43251193;16.48788188;07:00;STILL;priére ; cour;
4906;-14.43251193;16.48788188;07:30;FEED;petit déjeuner; cour;
4906;-14.43095111;16.48896239;08:00;WANDER;Aller à l'école coranique ; Gallé Baba;
4906;-14.4329454;16.48846624;12:00;WANDER;aller jouer ; village;
4906;-14.43251193;16.48788188;14:00;FEED;déjeuner; cour;
4906;-14.43251193;16.48788188;14:30;REST;repos; cour;
4906;-14.43095111;16.48896239;16:00;WANDER;Aller à l'école coranique ; Gallé Baba;
4906;-14.4340578;16.48531049;18:00;WANDER;aller regarder le foot ; terrain;
4906;-14.43251193;16.48788188;19:00;FEED;diner  ; cour;
4906;-14.43249571;16.48760901;21:00;REST;Dormir ; TC; chambre
4907;-14.43245963;16.48782617;07:00;STILL;priére ; cour;
4907;-14.43245963;16.48782617;07:30;FEED;petit dejeuner; cour;
4907;-14.43245963;16.48782617;08:00;WANDER;tache ménagére; cour;
4907;-14.43245963;16.48782617;10:00;REST;Repos ; cour;
4907;-14.43259919;16.48778992;12:00;WANDER;préparer le dejeuner; cuisine;
4907;-14.43245963;16.48782617;14:00;FEED;Déjeuner ; cour;
4907;-14.43245963;16.48782617;14:30;WANDER;Tâche ménagère; cour;
4907;-14.43245963;16.48782617;15:00;STILL;palabrer; cour;
4907;-14.43259919;16.48778992;17:00;WANDER;préparer le diner; cuisine;
4907;-14.43245963;16.48782617;20:30;FEED;diner  ; cour;
4907;-14.43249571;16.48760901;21:00;REST;Dormir ; TC; chambre
5001;-14.4328111;16.48767582;00:00;REST;Dormir ; TC; chambre (267)
5001;-14.43283717;16.48760918;05:00;STILL;priére ; cour;
5001;-14.43284869;16.48768136;05:30;REST;Dormir ; chambre (266);
5001;-14.43283717;16.48760918;06:30;WANDER;tache ménagére ;cour;
5001;-14.43283717;16.48760918;08:00;FEED;petit déjeuner ; cour (263) ;
5001;-14.43252314;16.48619886;09:00;WANDER;aller au marché ; marché;
5001;-14.43294691;16.48763692;10:30;WANDER;magasin; magasin;
5001;-14.43292386;16.48765913;11:00;WANDER;Préparer le déjeuner ; Cuisine (264);
5001;-14.43283717;16.48760918;14:00;FEED;Déjeuner ; cour;
5001;-14.43283717;16.48760918;15:00;REST;Dormir ; cour;
5001;-14.43292386;16.48765913;17:00;WANDER;preparer le diner; cuisine;
5001;-14.43283717;16.48760918;19:00;STILL;Palabrer ; cour;
5001;-14.43283717;16.48760918;21:00;FEED;diner  ; cour;
5001;-14.43017758;16.48773633;22:00;WANDER;promenade;;
5002;-14.4328111;16.48767582;05:00;STILL;Priére+ wird; chambre;
5002;-14.43333015;16.48837025;07:00;WANDER;rendre visite aux vosins ; Village;
5002;-14.43282273;16.48757864;08:00;FEED;Petit déjeuner ; cour;
5002;-14.43282273;16.48757864;09:00;REST;Repos ; cour;
5002;-14.43282273;16.48757864;14:00;FEED;déjeuner; cour;
5002;-14.43282273;16.48757864;15:00;REST;dormir ; cour;
5002;-14.43282273;16.48757864;17:00;STILL;palabrer; cour;
5002;-14.43282273;16.48757864;20:00;FEED;diner  ; cour;
5002;-14.4328111;16.48767582;22:00;REST;Dormir ; TC; chambre
5003;-14.43281979;16.48765638;05:00;WANDER;Priére+ préparatif école; chambre;
5003;-14.42898018;16.48337555;07:40;WANDER;aller à l'école; Lycée;
5003;-14.43280826;16.48758697;14:30;FEED;déjeuner; cour;
5003;-14.43281979;16.48765638;15:00;REST;Réviser ; chambre;
5003;-14.42898018;16.48337555;16:00;WANDER;aller à l'école; Lycée;
5003;-14.43292386;16.48765913;18:00;WANDER;Préparer le diner ; Cuisine;
5003;-14.43280826;16.48758697;20:30;FEED;diner ; cour;
5003;-14.43281979;16.48765638;21:00;STILL;reviser ; Chambre ;
5003;-14.43280821;16.48767582;23:00;REST;Dormir ; TC; chambre (268)
5004;-14.4328401;16.48755643;06:00;STILL;Priére; cour;
5004;-14.4328401;16.48755643;06:15;REST;Dormir ; cour;
5004;-14.43321493;16.48682896;10:00;WANDER;aller  au marché ; marché;
5004;-14.43294691;16.48763692;10:05;WANDER;entre dans le magasin; magasin (265);
5004;-14.43292386;16.48765913;10:10;WANDER;préparer le dejeuner; cuisine;
5004;-14.4328401;16.48755643;14:00;FEED;déjeuner; cour;
5004;-14.432507;16.4878401;15:00;STILL;Palabrer ; maison (49);
5004;-14.43285448;16.48766748;17:00;STILL;Regarder la télé ; salon;
5004;-14.4328401;16.48755643;19:00;STILL;palabrer; cour ;
5004;-14.4328401;16.48755643;21:00;FEED;diner ; cour;
5004;-14.4328401;16.48755643;22:00;REST;Repos ; cour;
5004;-14.43280821;16.48767582;23:00;REST;Dormir ; TC; chambre (268)
5101;-14.43318169;16.48813642;05:00;STILL;Priére ; cour  ;
5101;-14.43318169;16.48813642;06:00;FEED;petit dejeuner; cour  ;
5101;-14.42280705;16.49496255;08:00;WANDER;aller au champ ; Champ;
5101;-14.43318169;16.48813642;14:00;FEED;Déjeuner ; cour;
5101;-14.43318169;16.48813642;15:00;REST;Dormir ; cour;
5101;-14.43318169;16.48813642;17:00;REST;repos; cour;
5101;-14.43306591;16.48798377;22:00;REST;dormir ; TC; chambre
5102;-14.43319036;16.48813643;05:00;STILL;priére ; cour;
5102;-14.43319036;16.48813643;06:00;FEED;petit dejeuner; cour;
5102;-14.43319036;16.48813643;07:00;REST;repos; cour;
5102;-14.43319036;16.48813643;14:00;FEED;Déjeuner ; cour;
5102;-14.43319036;16.48813643;15:00;WANDER;surveiller les enfants; cour ;
5102;-14.43319036;16.48813643;19:00;FEED;diner ; cour;
5102;-14.43319036;16.48813643;20:00;REST;repos; cour ;
5102;-14.43331484;16.48822524;22:00;REST;dormir ; TC; chambre
5103;-14.43323368;16.48812812;06:00;WANDER;priére+ wird+ petit dej; cour;
5103;-14.43290854;16.48590839;08:00;WANDER;aller au marcher; marché;
5103;-14.43323368;16.48812812;12:00;REST;repos; cour;
5103;-14.43323368;16.48812812;15:00;REST;Dormir ; cour;
5103;-14.43323368;16.48812812;17:00;REST;repos; cour;
5103;-14.43331775;16.48820581;22:00;REST;dormir ; TC; chambre (279)
5104;-14.43317301;16.48812254;07:00;WANDER;priére + tache ménagére; cour;
5104;-14.43317301;16.48812254;07:30;FEED;petit dej; cour;
5104;-14.43259659;16.48630425;09:00;WANDER;aller au marcher; marché;
5104;-14.43302248;16.48818362;09:30;WANDER;aller au magasin ; magagin 276;
5104;-14.43300798;16.4881447;10:00;WANDER;préparer le dejeuner; cuisine;
5104;-14.43317301;16.48812254;14:00;FEED;Déjeuner ; cour;
5104;-14.43317301;16.48812254;15:00;REST;Dormir ; cour;
5104;-14.43317301;16.48812254;18:00;WANDER;préparer le diner; cour;
5104;-14.43317301;16.48812254;19:00;REST;repos; cour ;
5104;-14.43312678;16.48820861;23:00;REST;dormir ; TC; chambre (280)
5105;-14.43308911;16.48810029;06:00;STILL;Prière ; Cour;
5105;-14.43308911;16.48810029;06:15;FEED;Petit déjeuner ; cour;
5105;-14.43248855;16.48714867;06:30;WANDER;aller au forage; forage;
5105;-14.42280705;16.49496255;08:00;WANDER;aller au champ ; Champ;
5105;-14.43308911;16.48810029;14:00;FEED;Déjeuner ; cour;
5105;-14.43248855;16.48714867;15:00;WANDER;aller au forage; forage;
5105;-14.43308911;16.48810029;20:00;REST;repos; cour;
5105;-14.43312678;16.48820861;21:00;REST;dormir ; TC; chambre (280)
5106;-14.4332655;16.48815863;08:00;FEED;petit dejeuner; cour;
5106;-14.43236645;16.48569196;09:00;WANDER;aller au travail; tailleur marché;
5106;-14.4332655;16.48815863;14:00;REST;repos ; cour;
5106;-14.4332655;16.48815863;15:00;FEED;Déjeuner ; cour;
5106;-14.43236645;16.48569196;16:00;WANDER;aller au travail; atelier;
5106;-14.4332655;16.48815863;19:00;REST;repos; cour;
5106;-14.43316151;16.48822249;23:00;REST;dormir ; TC; chambre (275)
5107;-14.43320768;16.48812534;07:00;WANDER;Priére + tâche ménagére; cour  ;
5107;-14.43261784;16.48593247;09:00;WANDER;aller au marché ; marché;
5107;-14.43300798;16.4881447;11:00;WANDER;préparer le déjeuner; cuisine;
5107;-14.43320768;16.48812534;14:00;FEED;Déjeuner ; cour;
5107;-14.43317005;16.48798109;15:00;REST;Dormir ; chambre;
5107;-14.43320768;16.48812534;18:00;STILL;palabrer; cour;
5107;-14.43320768;16.48812534;20:00;STILL;regarder la télé ; Cour;
5107;-14.43317005;16.48798109;23:00;REST;dormir ; TC; chambre
5201;-14.43360421;16.48816952;14:00;REST;Dormir ; cour;
5201;-14.43360421;16.48816952;18:00;REST;Repos ; cour;
5201;-14.4338443;16.48825374;21:00;FEED;diner  ; cour;
5201;-14.43391457;16.48816123;22:00;REST;Dormir ; TC ; Chambre
5202;-14.43391457;16.48816123;00:00;REST;Dormir ; TC; chambre
5202;-14.43383253;16.48825091;06:00;FEED;Petit déjeuner ; cour;
5202;-14.43383253;16.48825091;06:00;STILL;Prière ; Cour;
5202;-14.43383253;16.48825091;08:00;WANDER;tache ménagére; cour;
5202;-14.43262399;16.48614042;09:00;WANDER;aller au marché ; marché;
5202;-14.43345258;16.4882281;11:00;WANDER;magasin; magasin;
5202;-14.43388551;16.48837446;11:30;WANDER;preparer le déjeuner ; Cuisine;
5202;-14.4338443;16.48825374;14:00;FEED;Déjeuner; cour;
5202;-14.43383253;16.48825091;15:00;REST;dormir ; cour;
5202;-14.43388551;16.48837446;17:00;WANDER;préparer le  diner; cuisine;
5202;-14.4338443;16.48825374;20:00;FEED;diner ; cour;
5202;-14.43383253;16.48825091;22:00;STILL;regarder la télé; cour ;
5203;-14.43382076;16.48824248;05:00;FEED;petit dejeuner; cour;
5203;-14.43382076;16.48824248;05:00;STILL;priére ; cour;
5203;-14.43286892;16.48629361;08:00;WANDER;aller au marché; marché;
5203;-14.43382076;16.48824248;12:00;REST;Repos ; cour;
5203;-14.4338443;16.48825374;14:00;FEED;Déjeuner; cour;
5203;-14.43377998;16.48837429;15:00;REST;Dormir ; TC; chambre
5203;-14.43382076;16.48824248;17:00;WANDER;preparatif de diner; cour;
5203;-14.43382076;16.48824248;19:00;STILL;regarder la télé; cour ;
5203;-14.43377998;16.48837429;23:00;REST;Dormir ; TC; chambre
5204;-14.43375327;16.48822836;06:00;FEED;Petit déjeuner ; cour;
5204;-14.43375327;16.48822836;06:00;STILL;Prière ; Cour;
5204;-14.42984347;16.48421966;07:40;WANDER;aller à l'école; école élémentaire;
5204;-14.4338443;16.48825374;14:00;FEED;Déjeuner; cour;
5204;-14.43095111;16.48896239;15:00;STILL;école coranique; cour;
5204;-14.43338979;16.48861453;17:00;WANDER;Jouer ; village;
5204;-14.43387637;16.48816682;19:00;STILL;reviser; chambre;
5204;-14.43385578;16.4881528;21:00;REST;Dormir ; TC; chambre
5205;-14.43372988;16.48825634;14:00;REST;Dormir ; cour;
5205;-14.43372988;16.48825634;18:00;REST;Repos ; cour;
5205;-14.4338443;16.48825374;21:00;FEED;diner  ; cour;
5205;-14.4336393;16.4883738;22:00;REST;Dormir ; TC ; Chambre
5206;-14.43363634;16.4883066;06:00;FEED;Petit déjeuner ; cour;
5206;-14.43363634;16.4883066;06:00;STILL;Prière ; Cour;
5206;-14.43198732;16.49017556;08:00;WANDER;aller au travail ; village;
5206;-14.4338443;16.48825374;16:00;FEED;dejeuner; cour;
5206;-14.43363634;16.4883066;16:00;STILL;priére ; cour;
5206;-14.43261784;16.48593247;17:00;WANDER;aller au marché ; marché;
5206;-14.43363634;16.4883066;20:00;STILL;regarder la télé; cour ;
5206;-14.43363634;16.4883066;21:00;REST;repos+ thé; cour;
5210;-14.43375634;16.48829845;06:00;STILL;Prière ; Cour;
5210;-14.43375634;16.48829845;07:00;FEED;Petit déjeuner ; cour;
5210;-14.42949397;16.48726086;08:00;WANDER;aller au travail ; village;
5210;-14.43375634;16.48829845;08:00;FEED;petit déjeuner+ tache ménagére; cour;
5210;-14.43095111;16.48896239;09:00;STILL;école coranique; gallé baba;
5210;-14.43375634;16.48829845;11:00;WANDER;aide à la tâche ménagére; cour;
5210;-14.43375634;16.48829845;14:00;REST;repos; cour;
5210;-14.43095111;16.48896239;15:00;STILL;école coranique; gallé baba;
5210;-14.4338443;16.48825374;16:00;FEED;dejeuner; cour;
5210;-14.43375634;16.48829845;16:00;STILL;priére ; cour;
5210;-14.43261485;16.48618138;17:00;WANDER;aller au marché ; marché;
5210;-14.43375634;16.48829845;17:00;REST;repos; cour;
5210;-14.43375634;16.48829845;20:00;REST;regarder télé; cour;
5210;-14.43375634;16.48829845;20:00;STILL;regarder la télé; cour ;
5210;-14.43375634;16.48829845;21:00;REST;repos+ thé; cour;
5211;-14.43366564;16.4883739;00:00;REST;Dormir ; TC; chambre
5211;-14.43378859;16.4882901;06:00;FEED;Petit déjeuner ; cour;
